"sound.files","duration","selec","start","end"
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0445352402111682,1,0.371157236138697,0.415692476349866
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0774604789008915,2,1.09260998693225,1.17007046583314
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0646713365999245,4,3.21891827338909,3.28358960998902
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0537416086051263,5,3.60789867592595,3.66164028453107
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0792745416386174,6,5.08391082247654,5.16318536411516
"Ag13_43421.27975590_11_17_7_46_15.wav",0.020272151094086,7,5.602823468603,5.62309561969709
"Ag13_43421.27975590_11_17_7_46_15.wav",0.109977553474626,8,6.56522910253498,6.6752066560096
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0541497727211144,9,6.85634082037152,6.91049059309264
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0163719162079756,10,7.95688733178132,7.9732592479893
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0748300879311898,11,8.30985858897432,8.38468867690551
"Ag13_43421.27975590_11_17_7_46_15.wav",0.100544427238452,13,9.19888538516529,9.29942981240374
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0951022390252749,15,9.82532660007045,9.92042883909572
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0492518033292555,17,10.2514045855938,10.300656388923
"Ag13_43421.27975590_11_17_7_46_15.wav",0.257098041504188,18,10.3772551880235,10.6343532295277
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0760545802791537,19,10.742970235949,10.8190248162282
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0255329330334906,20,11.9984377051606,12.0239706381941
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0210884793260622,21,12.0340386863885,12.0551271657145
"Ag13_43421.27975590_11_17_7_46_15.wav",0.104580716829892,22,12.3107739570286,12.4153546738584
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0805897371234696,23,13.7795752041967,13.8601649413202
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0805897371234696,25,15.31726548383,15.3978552209534
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0799094635968221,26,15.7135474888862,15.793456952483
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0789117290910699,27,15.9299651734968,16.0088769025879
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0817235263345459,28,16.1114621504063,16.1931856767409
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0818142294714335,29,16.2702379915258,16.3520522209972
"Ag13_43421.27975590_11_17_7_46_15.wav",0.169478811272032,30,16.3811679279377,16.5506467392097
"Ag13_43421.27975590_11_17_7_46_15.wav",0.108299545442232,31,16.5909189319872,16.6992184774295
"Ag13_43421.27975590_11_17_7_46_15.wav",0.127437907325238,32,16.7246153557576,16.8520532630829
"Ag13_43421.27975590_11_17_7_46_15.wav",0.160499200720292,33,16.8896497133222,17.0501489140425
"Ag13_43421.27975590_11_17_7_46_15.wav",0.17265342106305,34,17.1341853703677,17.3068387914307
"Ag13_43421.27975590_11_17_7_46_15.wav",0.10897981896888,35,17.3511019222312,17.4600817412001
"Ag13_43421.27975590_11_17_7_46_15.wav",0.128254235557215,36,17.4855239710967,17.6137782066539
"Ag13_43421.27975590_11_17_7_46_15.wav",0.161360880520711,37,17.653596883747,17.8149577642677
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0783221587013081,38,18.8483839543817,18.926706113083
"Ag13_43421.27975590_11_17_7_46_15.wav",0.166893771870775,39,18.9617628754895,19.1286566473603
"Ag13_43421.27975590_11_17_7_46_15.wav",0.110113608179955,40,19.1708789575809,19.2809925657608
"Ag13_43421.27975590_11_17_7_46_15.wav",0.125941305566617,41,19.3075685848685,19.4335098904351
"Ag13_43421.27975590_11_17_7_46_15.wav",0.159864278762086,42,19.4713784500851,19.6312427288472
"Ag13_43421.27975590_11_17_7_46_15.wav",0.173877913411019,43,19.7074787154001,19.8813566288112
"Ag13_43421.27975590_11_17_7_46_15.wav",0.111065991117265,44,19.9238510484424,20.0349170395597
"Ag13_43421.27975590_11_17_7_46_15.wav",0.129251970062963,45,20.0593615349505,20.1886135050135
"Ag13_43421.27975590_11_17_7_46_15.wav",0.160952716404719,46,20.2287496430857,20.3897023594904
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0788663775226262,47,21.2817223591986,21.3605887367212
"Ag13_43421.27975590_11_17_7_46_15.wav",0.167800803239636,48,21.397822374413,21.5656231776527
"Ag13_43421.27975590_11_17_7_46_15.wav",0.107846029757798,49,21.6069384565044,21.7147844862622
"Ag13_43421.27975590_11_17_7_46_15.wav",0.0185941430616907,50,21.7414058569383,21.76
"Blk109Brn_43559.32349131_4_4_8_59_9.wav",0.05990969932506,2,0.357916235483251,0.417825934808311
"Blk109Brn_43559.32349131_4_4_8_59_9.wav",0.0284355650846425,3,0.429027824084079,0.457463389168721
"Blk109Brn_43559.32349131_4_4_8_59_9.wav",0.0245353121384236,5,0.698553443379182,0.723088755517606
