Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Frame Duration	Occupancy	Reason
41	Spectrogram 1	1	18.964886621	19.139036281	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	18.9649	30	1.0000	Detection
42	Waveform 1	1	19.173866213	19.284160998	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739	19	1.0000	Detection
42	Spectrogram 1	1	19.173866213	19.284160998	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739	19	1.0000	Detection
43	Waveform 1	1	19.307380952	19.440895692	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074	23	1.0000	Detection
43	Spectrogram 1	1	19.307380952	19.440895692	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074	23	1.0000	Detection
44	Waveform 1	1	19.469920635	19.638265306	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4699	29	1.0000	Detection
44	Spectrogram 1	1	19.469920635	19.638265306	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4699	29	1.0000	Detection
45	Waveform 1	1	19.707925170	19.887879819	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079	31	1.0000	Detection
45	Spectrogram 1	1	19.707925170	19.887879819	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079	31	1.0000	Detection
46	Waveform 1	1	19.928514739	20.201349206	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285	47	0.9362	Detection
46	Spectrogram 1	1	19.928514739	20.201349206	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285	47	0.9362	Detection
47	Waveform 1	1	20.230374150	20.398718821	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304	29	1.0000	Detection
47	Spectrogram 1	1	20.230374150	20.398718821	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304	29	1.0000	Detection
48	Waveform 1	1	21.286882086	21.368151927	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869	14	1.0000	Detection
48	Spectrogram 1	1	21.286882086	21.368151927	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869	14	1.0000	Detection
49	Waveform 1	1	21.397176871	21.577131519	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.3972	31	1.0000	Detection
49	Spectrogram 1	1	21.397176871	21.577131519	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.3972	31	1.0000	Detection
50	Waveform 1	1	21.606156463	21.768696145	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6062	28	0.8929	Detection
50	Spectrogram 1	1	21.606156463	21.768696145	800.0	15000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6062	28	0.8929	Detection
51	Waveform 1	1	22.006700680	22.047335601	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.2453	7	0.7143	Detection
51	Spectrogram 1	1	22.006700680	22.047335601	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.2453	7	0.7143	Detection
52	Waveform 1	1	22.140215420	22.157630385	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.3788	3	1.0000	Too short
52	Spectrogram 1	1	22.140215420	22.157630385	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.3788	3	1.0000	Too short
53	Waveform 1	1	22.192460317	22.198265306	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4311	1	1.0000	Too short
53	Spectrogram 1	1	22.192460317	22.198265306	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4311	1	1.0000	Too short
54	Waveform 1	1	22.244705215	22.256315193	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4833	2	1.0000	Too short
54	Spectrogram 1	1	22.244705215	22.256315193	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4833	2	1.0000	Too short
55	Waveform 1	1	22.384024943	22.395634921	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.6227	2	1.0000	Too short
55	Spectrogram 1	1	22.384024943	22.395634921	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.6227	2	1.0000	Too short
56	Waveform 1	1	22.993548753	22.999353741	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.2322	1	1.0000	Too short
56	Spectrogram 1	1	22.993548753	22.999353741	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.2322	1	1.0000	Too short
57	Waveform 1	1	23.388287982	23.394092971	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.6269	1	1.0000	Too short
57	Spectrogram 1	1	23.388287982	23.394092971	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.6269	1	1.0000	Too short
58	Waveform 1	1	23.672732426	23.678537415	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9114	1	1.0000	Too short
58	Spectrogram 1	1	23.672732426	23.678537415	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9114	1	1.0000	Too short
59	Waveform 1	1	23.724977324	23.736587302	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9636	2	1.0000	Too short
59	Spectrogram 1	1	23.724977324	23.736587302	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9636	2	1.0000	Too short
60	Waveform 1	1	23.841077098	23.852687075	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.0797	2	1.0000	Too short
60	Spectrogram 1	1	23.841077098	23.852687075	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.0797	2	1.0000	Too short
61	Waveform 1	1	23.875907029	23.893321995	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.1145	3	1.0000	Too short
61	Spectrogram 1	1	23.875907029	23.893321995	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.1145	3	1.0000	Too short
62	Waveform 1	1	24.090691610	24.096496599	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.3293	1	1.0000	Too short
62	Spectrogram 1	1	24.090691610	24.096496599	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.3293	1	1.0000	Too short
63	Waveform 1	1	24.166156463	24.171961451	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4048	1	1.0000	Too short
63	Spectrogram 1	1	24.166156463	24.171961451	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4048	1	1.0000	Too short
64	Waveform 1	1	24.224206349	24.235816327	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4628	2	1.0000	Too short
64	Spectrogram 1	1	24.224206349	24.235816327	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4628	2	1.0000	Too short
65	Waveform 1	1	24.903390023	25.843798186	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	3.1420	162	0.9877	Too long
65	Spectrogram 1	1	24.903390023	25.843798186	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	3.1420	162	0.9877	Too long
66	Waveform 1	1	26.331417234	26.337222222	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.5700	1	1.0000	Too short
66	Spectrogram 1	1	26.331417234	26.337222222	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.5700	1	1.0000	Too short
67	Waveform 1	1	26.395272109	26.401077098	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.6339	1	1.0000	Too short
67	Spectrogram 1	1	26.395272109	26.401077098	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.6339	1	1.0000	Too short
68	Waveform 1	1	26.644886621	26.650691610	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.8835	1	1.0000	Too short
68	Spectrogram 1	1	26.644886621	26.650691610	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	4.8835	1	1.0000	Too short
69	Waveform 1	1	26.952551020	26.958356009	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.1912	1	1.0000	Too short
69	Spectrogram 1	1	26.952551020	26.958356009	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.1912	1	1.0000	Too short
70	Waveform 1	1	27.010600907	27.016405896	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.2492	1	1.0000	Too short
70	Spectrogram 1	1	27.010600907	27.016405896	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.2492	1	1.0000	Too short
71	Waveform 1	1	27.295045351	27.300850340	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.5337	1	1.0000	Too short
71	Spectrogram 1	1	27.295045351	27.300850340	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.5337	1	1.0000	Too short
72	Waveform 1	1	27.382120181	27.387925170	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.6207	1	1.0000	Too short
72	Spectrogram 1	1	27.382120181	27.387925170	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.6207	1	1.0000	Too short
73	Waveform 1	1	27.654954649	27.660759637	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.8936	1	1.0000	Too short
73	Spectrogram 1	1	27.654954649	27.660759637	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.8936	1	1.0000	Too short
74	Waveform 1	1	27.980034014	28.009058957	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.2187	5	1.0000	Too short
74	Spectrogram 1	1	27.980034014	28.009058957	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.2187	5	1.0000	Too short
75	Waveform 1	1	28.171598639	28.287698413	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102	20	0.9500	Detection
75	Spectrogram 1	1	28.171598639	28.287698413	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102	20	0.9500	Detection
76	Waveform 1	1	28.653412698	28.955272109	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8920	52	0.9808	Detection
76	Spectrogram 1	1	28.653412698	28.955272109	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8920	52	0.9808	Detection
77	Waveform 1	1	28.990102041	29.199081633	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.2287	36	1.0000	Detection
77	Spectrogram 1	1	28.990102041	29.199081633	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.2287	36	1.0000	Detection
78	Waveform 1	1	29.309376417	29.320986395	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.5480	2	1.0000	Too short
78	Spectrogram 1	1	29.309376417	29.320986395	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.5480	2	1.0000	Too short
79	Waveform 1	1	29.379036281	29.408061224	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.6177	5	0.4000	Too short
79	Spectrogram 1	1	29.379036281	29.408061224	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.6177	5	0.4000	Too short
80	Waveform 1	1	29.431281179	29.437086168	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.6699	1	1.0000	Too short
80	Spectrogram 1	1	29.431281179	29.437086168	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.6699	1	1.0000	Too short
81	Waveform 1	1	29.669285714	29.738945578	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9079	12	0.8333	Detection
81	Spectrogram 1	1	29.669285714	29.738945578	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9079	12	0.8333	Detection
82	Waveform 1	1	29.971145125	30.029195011	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098	10	1.0000	Detection
82	Spectrogram 1	1	29.971145125	30.029195011	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098	10	1.0000	Detection
83	Waveform 1	1	30.133684807	30.290419501	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723	27	0.9630	Detection
83	Spectrogram 1	1	30.133684807	30.290419501	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723	27	0.9630	Detection
84	Waveform 1	1	30.313639456	30.719988662	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.5523	70	0.9571	Detection
84	Spectrogram 1	1	30.313639456	30.719988662	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.5523	70	0.9571	Detection
85	Waveform 1	1	30.749013605	30.754818594	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9876	1	1.0000	Too short
85	Spectrogram 1	1	30.749013605	30.754818594	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9876	1	1.0000	Too short
86	Waveform 1	1	30.975408163	30.981213152	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	9.2140	1	1.0000	Too short
86	Spectrogram 1	1	30.975408163	30.981213152	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	9.2140	1	1.0000	Too short
87	Waveform 1	1	32.037721088	32.078356009	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763	7	1.0000	Detection
87	Spectrogram 1	1	32.037721088	32.078356009	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763	7	1.0000	Detection
88	Waveform 1	1	32.339580499	32.345385488	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.5782	1	1.0000	Too short
88	Spectrogram 1	1	32.339580499	32.345385488	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.5782	1	1.0000	Too short
89	Waveform 1	1	32.374410431	32.432460317	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6130	10	0.8000	Detection
89	Spectrogram 1	1	32.374410431	32.432460317	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6130	10	0.8000	Detection
90	Waveform 1	1	32.589195011	32.629829932	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278	7	1.0000	Detection
90	Spectrogram 1	1	32.589195011	32.629829932	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278	7	1.0000	Detection
91	Waveform 1	1	32.682074830	32.693684807	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.9207	2	1.0000	Too short
91	Spectrogram 1	1	32.682074830	32.693684807	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.9207	2	1.0000	Too short
92	Waveform 1	1	32.769149660	32.815589569	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078	8	1.0000	Detection
92	Spectrogram 1	1	32.769149660	32.815589569	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078	8	1.0000	Detection
93	Waveform 1	1	32.920079365	32.960714286	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587	7	1.0000	Detection
93	Spectrogram 1	1	32.920079365	32.960714286	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587	7	1.0000	Detection
94	Waveform 1	1	33.094229025	33.140668934	800.0	15000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.3329	8	1.0000	Detection
