Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Frame Duration	Occupancy	Reason
31	Waveform 1	1	19.173866213	19.284160998	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739		1.0000	
31	Spectrogram 1	1	19.173866213	19.284160998	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739		1.0000	
32	Waveform 1	1	19.307380952	19.440895692	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074		1.0000	
32	Spectrogram 1	1	19.307380952	19.440895692	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074		1.0000	
33	Waveform 1	1	19.469920635	19.638265306	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4699		1.0000	
33	Spectrogram 1	1	19.469920635	19.638265306	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4699		1.0000	
34	Waveform 1	1	19.707925170	19.887879819	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079		1.0000	
34	Spectrogram 1	1	19.707925170	19.887879819	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079		1.0000	
35	Waveform 1	1	19.928514739	20.044614512	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285		1.0000	
35	Spectrogram 1	1	19.928514739	20.044614512	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285		1.0000	
36	Waveform 1	1	20.062029478	20.201349206	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.0620		1.0000	
36	Spectrogram 1	1	20.062029478	20.201349206	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.0620		1.0000	
37	Waveform 1	1	20.230374150	20.398718821	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304		1.0000	
37	Spectrogram 1	1	20.230374150	20.398718821	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304		1.0000	
38	Waveform 1	1	21.286882086	21.368151927	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869		1.0000	
38	Spectrogram 1	1	21.286882086	21.368151927	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869		1.0000	
39	Waveform 1	1	21.397176871	21.571326531	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.3972		1.0000	
39	Spectrogram 1	1	21.397176871	21.571326531	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.3972		1.0000	
40	Waveform 1	1	21.606156463	21.722256236	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6062		1.0000	
40	Spectrogram 1	1	21.606156463	21.722256236	800.0	10000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6062		1.0000	
41	Waveform 1	1	28.171598639	28.276088435	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102		1.0000	
41	Spectrogram 1	1	28.171598639	28.276088435	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102		1.0000	
42	Waveform 1	1	28.653412698	28.955272109	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8920		1.0000	
42	Spectrogram 1	1	28.653412698	28.955272109	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8920		1.0000	
43	Waveform 1	1	28.990102041	29.199081633	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.2287		1.0000	
43	Spectrogram 1	1	28.990102041	29.199081633	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.2287		1.0000	
44	Waveform 1	1	29.686700680	29.738945578	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9253		1.0000	
44	Spectrogram 1	1	29.686700680	29.738945578	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9253		1.0000	
45	Waveform 1	1	29.971145125	30.029195011	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098		1.0000	
45	Spectrogram 1	1	29.971145125	30.029195011	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098		1.0000	
46	Waveform 1	1	30.133684807	30.290419501	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723		1.0000	
46	Spectrogram 1	1	30.133684807	30.290419501	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723		1.0000	
47	Waveform 1	1	30.313639456	30.598083900	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.5523		1.0000	
47	Spectrogram 1	1	30.313639456	30.598083900	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.5523		1.0000	
48	Waveform 1	1	30.661938776	30.719988662	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9006		1.0000	
48	Spectrogram 1	1	30.661938776	30.719988662	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9006		1.0000	
49	Waveform 1	1	32.037721088	32.078356009	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763		1.0000	
49	Spectrogram 1	1	32.037721088	32.078356009	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763		1.0000	
50	Waveform 1	1	32.391825397	32.432460317	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6305		1.0000	
50	Spectrogram 1	1	32.391825397	32.432460317	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6305		1.0000	
51	Waveform 1	1	32.589195011	32.635634921	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278		1.0000	
51	Spectrogram 1	1	32.589195011	32.635634921	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278		1.0000	
52	Waveform 1	1	32.769149660	32.815589569	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078		1.0000	
52	Spectrogram 1	1	32.769149660	32.815589569	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078		1.0000	
53	Waveform 1	1	32.920079365	32.960714286	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587		1.0000	
53	Spectrogram 1	1	32.920079365	32.960714286	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587		1.0000	
54	Waveform 1	1	33.094229025	33.140668934	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.3329		1.0000	
54	Spectrogram 1	1	33.094229025	33.140668934	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.3329		1.0000	
55	Waveform 1	1	33.175498866	33.221938776	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4141		1.0000	
55	Spectrogram 1	1	33.175498866	33.221938776	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4141		1.0000	
56	Waveform 1	1	33.256768707	33.396088435	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4954		1.0000	
56	Spectrogram 1	1	33.256768707	33.396088435	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4954		1.0000	
57	Waveform 1	1	33.425113379	33.529603175	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.6637		1.0000	
57	Spectrogram 1	1	33.425113379	33.529603175	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.6637		1.0000	
58	Waveform 1	1	33.535408163	33.668922902	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.7740		1.0000	
58	Spectrogram 1	1	33.535408163	33.668922902	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.7740		1.0000	
59	Waveform 1	1	33.674727891	34.110102041	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.9133		1.0000	
59	Spectrogram 1	1	33.674727891	34.110102041	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.9133		1.0000	
60	Waveform 1	1	35.451054422	35.497494331	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.6897		1.0000	
60	Spectrogram 1	1	35.451054422	35.497494331	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.6897		1.0000	
61	Waveform 1	1	35.538129252	35.694863946	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.7768		1.0000	
61	Spectrogram 1	1	35.538129252	35.694863946	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.7768		1.0000	
62	Waveform 1	1	35.700668934	35.805158730	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.9393		1.0000	
62	Spectrogram 1	1	35.700668934	35.805158730	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.9393		1.0000	
63	Waveform 1	1	35.816768707	35.950283447	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.0554		1.0000	
63	Spectrogram 1	1	35.816768707	35.950283447	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.0554		1.0000	
64	Waveform 1	1	35.956088435	36.159263039	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.1947		1.0000	
64	Spectrogram 1	1	35.956088435	36.159263039	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.1947		1.0000	
65	Waveform 1	1	36.223117914	36.374047619	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.4617		1.0000	
65	Spectrogram 1	1	36.223117914	36.374047619	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.4617		1.0000	
66	Waveform 1	1	36.461122449	36.536587302	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.6997		1.0000	
66	Spectrogram 1	1	36.461122449	36.536587302	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.6997		1.0000	
67	Waveform 1	1	36.577222222	36.681712018	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.8158		1.0000	
67	Spectrogram 1	1	36.577222222	36.681712018	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.8158		1.0000	
68	Waveform 1	1	36.716541950	36.919716553	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.9551		1.0000	
68	Spectrogram 1	1	36.716541950	36.919716553	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.9551		1.0000	
69	Waveform 1	1	36.989376417	37.140306122	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.2280		1.0000	
69	Spectrogram 1	1	36.989376417	37.140306122	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.2280		1.0000	
70	Waveform 1	1	37.302845805	37.349285714	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.5415		1.0000	
70	Spectrogram 1	1	37.302845805	37.349285714	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.5415		1.0000	
71	Waveform 1	1	37.401530612	37.476995465	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.6402		1.0000	
71	Spectrogram 1	1	37.401530612	37.476995465	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.6402		1.0000	
72	Waveform 1	1	37.517630385	37.616315193	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.7563		1.0000	
72	Spectrogram 1	1	37.517630385	37.616315193	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.7563		1.0000	
73	Waveform 1	1	37.651145125	37.860124717	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.8898		1.0000	
73	Spectrogram 1	1	37.651145125	37.860124717	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.8898		1.0000	
74	Waveform 1	1	37.923979592	38.103934240	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	16.1626		1.0000	
74	Spectrogram 1	1	37.923979592	38.103934240	800.0	10000.0	BRN7_43435.27985312_12_1_7_46_25.wav	16.1626		1.0000	
75	Waveform 1	1	40.408514739	40.478174603	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	0.3427		1.0000	
75	Spectrogram 1	1	40.408514739	40.478174603	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	0.3427		1.0000	
76	Waveform 1	1	40.762619048	40.803253968	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	0.6968		1.0000	
76	Spectrogram 1	1	40.762619048	40.803253968	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	0.6968		1.0000	
77	Waveform 1	1	41.151553288	41.192188209	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.0858		1.0000	
77	Spectrogram 1	1	41.151553288	41.192188209	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.0858		1.0000	
78	Waveform 1	1	41.656587302	41.714637188	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.5908		1.0000	
78	Spectrogram 1	1	41.656587302	41.714637188	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.5908		1.0000	
79	Waveform 1	1	41.755272109	41.819126984	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.6895		1.0000	
79	Spectrogram 1	1	41.755272109	41.819126984	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.6895		1.0000	
80	Waveform 1	1	41.865566893	41.935226757	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.7998		1.0000	
80	Spectrogram 1	1	41.865566893	41.935226757	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.7998		1.0000	
81	Waveform 1	1	41.975861678	42.033911565	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.9101		1.0000	
81	Spectrogram 1	1	41.975861678	42.033911565	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	1.9101		1.0000	
82	Waveform 1	1	42.068741497	42.144206349	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.0030		1.0000	
82	Spectrogram 1	1	42.068741497	42.144206349	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.0030		1.0000	
83	Waveform 1	1	42.173231293	42.219671202	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.1074		1.0000	
83	Spectrogram 1	1	42.173231293	42.219671202	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.1074		1.0000	
84	Waveform 1	1	42.231281179	42.347380952	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.1655		1.0000	
84	Spectrogram 1	1	42.231281179	42.347380952	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.1655		1.0000	
85	Waveform 1	1	42.393820862	42.451870748	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.3280		1.0000	
85	Spectrogram 1	1	42.393820862	42.451870748	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.3280		1.0000	
86	Waveform 1	1	42.469285714	42.521530612	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.4035		1.0000	
86	Spectrogram 1	1	42.469285714	42.521530612	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.4035		1.0000	
87	Waveform 1	1	42.562165533	42.649240363	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.4964		1.0000	
87	Spectrogram 1	1	42.562165533	42.649240363	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.4964		1.0000	
88	Waveform 1	1	42.684070295	42.742120181	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.6183		1.0000	
88	Spectrogram 1	1	42.684070295	42.742120181	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.6183		1.0000	
89	Waveform 1	1	42.776950113	42.852414966	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.7112		1.0000	
89	Spectrogram 1	1	42.776950113	42.852414966	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.7112		1.0000	
90	Waveform 1	1	42.881439909	42.933684807	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.8157		1.0000	
90	Spectrogram 1	1	42.881439909	42.933684807	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.8157		1.0000	
91	Waveform 1	1	42.945294785	43.061394558	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.8795		1.0000	
91	Spectrogram 1	1	42.945294785	43.061394558	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	2.8795		1.0000	
92	Waveform 1	1	43.107834467	43.165884354	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.0420		1.0000	
92	Spectrogram 1	1	43.107834467	43.165884354	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.0420		1.0000	
93	Waveform 1	1	43.183299320	43.235544218	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.1175		1.0000	
93	Spectrogram 1	1	43.183299320	43.235544218	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.1175		1.0000	
94	Waveform 1	1	43.276179138	43.369058957	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.2104		1.0000	
94	Spectrogram 1	1	43.276179138	43.369058957	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.2104		1.0000	
95	Waveform 1	1	43.403888889	43.456133787	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.3381		1.0000	
95	Spectrogram 1	1	43.403888889	43.456133787	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.3381		1.0000	
96	Waveform 1	1	43.490963719	43.572233560	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.4252		1.0000	
96	Spectrogram 1	1	43.490963719	43.572233560	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.4252		1.0000	
97	Waveform 1	1	43.601258503	43.653503401	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.5355		1.0000	
97	Spectrogram 1	1	43.601258503	43.653503401	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.5355		1.0000	
98	Waveform 1	1	43.659308390	43.781213152	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.5935		1.0000	
98	Spectrogram 1	1	43.659308390	43.781213152	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.5935		1.0000	
99	Waveform 1	1	43.827653061	43.885702948	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.7619		1.0000	
99	Spectrogram 1	1	43.827653061	43.885702948	800.0	10000.0	Blk109Brn_43559.32349131_4_4_8_59_9.wav	3.7619		1.0000	
