Selection	View	Channel	Begin Time (s)	End Time (s)	Low Freq (Hz)	High Freq (Hz)	Begin File	File Offset (s)	Frame Duration	Occupancy	Reason
13	Waveform 1	1	9.189285714	9.462120181	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.1893	47	0.7872	Detection
13	Spectrogram 1	1	9.189285714	9.462120181	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.1893	47	0.7872	Detection
14	Waveform 1	1	9.537585034	9.566609977	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.5376	5	0.8000	Too short
14	Spectrogram 1	1	9.537585034	9.566609977	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.5376	5	0.8000	Too short
15	Waveform 1	1	9.822029478	9.938129252	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.8220	20	0.9500	Detection
15	Spectrogram 1	1	9.822029478	9.938129252	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.8220	20	0.9500	Detection
16	Waveform 1	1	9.967154195	9.984569161	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.9672	3	0.6667	Too short
16	Spectrogram 1	1	9.967154195	9.984569161	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	9.9672	3	0.6667	Too short
17	Waveform 1	1	10.100668934	10.135498866	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.1007	6	1.0000	Too short
17	Spectrogram 1	1	10.100668934	10.135498866	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.1007	6	1.0000	Too short
18	Waveform 1	1	10.251598639	10.895952381	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.2516	111	0.9099	Too long
18	Spectrogram 1	1	10.251598639	10.895952381	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.2516	111	0.9099	Too long
19	Waveform 1	1	10.924977324	10.936587302	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.9250	2	1.0000	Too short
19	Spectrogram 1	1	10.924977324	10.936587302	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	10.9250	2	1.0000	Too short
20	Waveform 1	1	11.046882086	11.145566893	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	11.0469	17	0.5294	Too sparse
20	Spectrogram 1	1	11.046882086	11.145566893	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	11.0469	17	0.5294	Too sparse
21	Waveform 1	1	11.993095238	12.068560091	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	11.9931	13	1.0000	Detection
21	Spectrogram 1	1	11.993095238	12.068560091	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	11.9931	13	1.0000	Detection
22	Waveform 1	1	12.312369615	12.416859410	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	12.3124	18	1.0000	Detection
22	Spectrogram 1	1	12.312369615	12.416859410	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	12.3124	18	1.0000	Detection
23	Waveform 1	1	13.781031746	13.868106576	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	13.7810	15	1.0000	Detection
23	Spectrogram 1	1	13.781031746	13.868106576	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	13.7810	15	1.0000	Detection
24	Waveform 1	1	14.547290249	14.657585034	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	14.5473	19	0.9474	Detection
24	Spectrogram 1	1	14.547290249	14.657585034	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	14.5473	19	0.9474	Detection
25	Waveform 1	1	15.139399093	15.209058957	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.1394	12	0.9167	Detection
25	Spectrogram 1	1	15.139399093	15.209058957	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.1394	12	0.9167	Detection
26	Waveform 1	1	15.319353741	15.400623583	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.3194	14	1.0000	Detection
26	Spectrogram 1	1	15.319353741	15.400623583	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.3194	14	1.0000	Detection
27	Waveform 1	1	15.714092971	15.795362812	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.7141	14	1.0000	Detection
27	Spectrogram 1	1	15.714092971	15.795362812	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.7141	14	1.0000	Detection
28	Waveform 1	1	15.934682540	16.010147392	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.9347	13	1.0000	Detection
28	Spectrogram 1	1	15.934682540	16.010147392	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	15.9347	13	1.0000	Detection
29	Waveform 1	1	16.114637188	16.195907029	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.1146	14	1.0000	Detection
29	Spectrogram 1	1	16.114637188	16.195907029	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.1146	14	1.0000	Detection
30	Waveform 1	1	16.271371882	16.352641723	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.2714	14	1.0000	Detection
30	Spectrogram 1	1	16.271371882	16.352641723	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.2714	14	1.0000	Detection
31	Waveform 1	1	16.381666667	16.555816327	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.3817	30	1.0000	Detection
31	Spectrogram 1	1	16.381666667	16.555816327	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.3817	30	1.0000	Detection
32	Waveform 1	1	16.596451247	16.700941043	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.5965	18	1.0000	Detection
32	Spectrogram 1	1	16.596451247	16.700941043	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.5965	18	1.0000	Detection
33	Waveform 1	1	16.729965986	16.857675737	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.7300	22	1.0000	Detection
33	Spectrogram 1	1	16.729965986	16.857675737	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.7300	22	1.0000	Detection
34	Waveform 1	1	16.892505669	17.055045351	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.8925	28	1.0000	Detection
34	Spectrogram 1	1	16.892505669	17.055045351	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	16.8925	28	1.0000	Detection
35	Waveform 1	1	17.136315193	17.310464853	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.1363	30	1.0000	Detection
35	Spectrogram 1	1	17.136315193	17.310464853	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.1363	30	1.0000	Detection
36	Waveform 1	1	17.356904762	17.461394558	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.3569	18	1.0000	Detection
36	Spectrogram 1	1	17.356904762	17.461394558	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.3569	18	1.0000	Detection
37	Waveform 1	1	17.490419501	17.623934240	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.4904	23	1.0000	Detection
37	Spectrogram 1	1	17.490419501	17.623934240	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.4904	23	1.0000	Detection
38	Waveform 1	1	17.658764172	17.815498866	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.6588	27	1.0000	Detection
38	Spectrogram 1	1	17.658764172	17.815498866	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	17.6588	27	1.0000	Detection
39	Waveform 1	1	18.854591837	18.930056689	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	18.8546	13	1.0000	Detection
39	Spectrogram 1	1	18.854591837	18.930056689	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	18.8546	13	1.0000	Detection
40	Waveform 1	1	18.964886621	19.133231293	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	18.9649	29	1.0000	Detection
40	Spectrogram 1	1	18.964886621	19.133231293	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	18.9649	29	1.0000	Detection
41	Waveform 1	1	19.173866213	19.284160998	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739	19	1.0000	Detection
41	Spectrogram 1	1	19.173866213	19.284160998	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.1739	19	1.0000	Detection
42	Waveform 1	1	19.307380952	19.440895692	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074	23	1.0000	Detection
42	Spectrogram 1	1	19.307380952	19.440895692	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.3074	23	1.0000	Detection
43	Waveform 1	1	19.475725624	19.638265306	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4757	28	1.0000	Detection
43	Spectrogram 1	1	19.475725624	19.638265306	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.4757	28	1.0000	Detection
44	Waveform 1	1	19.707925170	19.887879819	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079	31	1.0000	Detection
44	Spectrogram 1	1	19.707925170	19.887879819	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.7079	31	1.0000	Detection
45	Waveform 1	1	19.928514739	20.038809524	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285	19	1.0000	Detection
45	Spectrogram 1	1	19.928514739	20.038809524	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	19.9285	19	1.0000	Detection
46	Waveform 1	1	20.062029478	20.195544218	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.0620	23	1.0000	Detection
46	Spectrogram 1	1	20.062029478	20.195544218	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.0620	23	1.0000	Detection
47	Waveform 1	1	20.230374150	20.392913832	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304	28	1.0000	Detection
47	Spectrogram 1	1	20.230374150	20.392913832	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	20.2304	28	1.0000	Detection
48	Waveform 1	1	21.286882086	21.362346939	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869	13	1.0000	Detection
48	Spectrogram 1	1	21.286882086	21.362346939	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.2869	13	1.0000	Detection
49	Waveform 1	1	21.402981859	21.571326531	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.4030	29	1.0000	Detection
49	Spectrogram 1	1	21.402981859	21.571326531	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.4030	29	1.0000	Detection
50	Waveform 1	1	21.611961451	21.716451247	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6120	18	1.0000	Detection
50	Spectrogram 1	1	21.611961451	21.716451247	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.6120	18	1.0000	Detection
51	Waveform 1	1	21.739671202	21.768696145	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.7397	5	1.0000	Too short
51	Spectrogram 1	1	21.739671202	21.768696145	0.8	22000.0	Ag13_43421.27975590_11_17_7_46_15.wav	21.7397	5	1.0000	Too short
52	Waveform 1	1	22.006700680	22.041530612	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.2453	6	0.8333	Too short
52	Spectrogram 1	1	22.006700680	22.041530612	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.2453	6	0.8333	Too short
53	Waveform 1	1	22.140215420	22.151825397	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.3788	2	1.0000	Too short
53	Spectrogram 1	1	22.140215420	22.151825397	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.3788	2	1.0000	Too short
54	Waveform 1	1	22.250510204	22.256315193	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4891	1	1.0000	Too short
54	Spectrogram 1	1	22.250510204	22.256315193	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.4891	1	1.0000	Too short
55	Waveform 1	1	22.384024943	22.436269841	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.6227	9	0.8889	Detection
55	Spectrogram 1	1	22.384024943	22.436269841	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	0.6227	9	0.8889	Detection
56	Waveform 1	1	23.672732426	23.678537415	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9114	1	1.0000	Too short
56	Spectrogram 1	1	23.672732426	23.678537415	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9114	1	1.0000	Too short
57	Waveform 1	1	23.724977324	23.736587302	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9636	2	1.0000	Too short
57	Spectrogram 1	1	23.724977324	23.736587302	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	1.9636	2	1.0000	Too short
58	Waveform 1	1	23.841077098	23.852687075	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.0797	2	1.0000	Too short
58	Spectrogram 1	1	23.841077098	23.852687075	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.0797	2	1.0000	Too short
59	Waveform 1	1	23.875907029	23.887517007	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.1145	2	1.0000	Too short
59	Spectrogram 1	1	23.875907029	23.887517007	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.1145	2	1.0000	Too short
60	Waveform 1	1	24.090691610	24.096496599	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.3293	1	1.0000	Too short
60	Spectrogram 1	1	24.090691610	24.096496599	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.3293	1	1.0000	Too short
61	Waveform 1	1	24.166156463	24.171961451	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4048	1	1.0000	Too short
61	Spectrogram 1	1	24.166156463	24.171961451	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	2.4048	1	1.0000	Too short
62	Waveform 1	1	24.903390023	25.837993197	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	3.1420	161	0.9752	Too long
62	Spectrogram 1	1	24.903390023	25.837993197	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	3.1420	161	0.9752	Too long
63	Waveform 1	1	26.952551020	26.958356009	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.1912	1	1.0000	Too short
63	Spectrogram 1	1	26.952551020	26.958356009	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.1912	1	1.0000	Too short
64	Waveform 1	1	27.010600907	27.016405896	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.2492	1	1.0000	Too short
64	Spectrogram 1	1	27.010600907	27.016405896	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.2492	1	1.0000	Too short
65	Waveform 1	1	27.295045351	27.300850340	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.5337	1	1.0000	Too short
65	Spectrogram 1	1	27.295045351	27.300850340	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.5337	1	1.0000	Too short
66	Waveform 1	1	27.382120181	27.387925170	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.6207	1	1.0000	Too short
66	Spectrogram 1	1	27.382120181	27.387925170	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.6207	1	1.0000	Too short
67	Waveform 1	1	27.654954649	27.660759637	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.8936	1	1.0000	Too short
67	Spectrogram 1	1	27.654954649	27.660759637	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	5.8936	1	1.0000	Too short
68	Waveform 1	1	28.171598639	28.456043084	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102	49	0.9592	Detection
68	Spectrogram 1	1	28.171598639	28.456043084	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.4102	49	0.9592	Detection
69	Waveform 1	1	28.479263039	28.485068027	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.7179	1	1.0000	Too short
69	Spectrogram 1	1	28.479263039	28.485068027	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.7179	1	1.0000	Too short
70	Waveform 1	1	28.525702948	28.543117914	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.7643	3	0.6667	Too short
70	Spectrogram 1	1	28.525702948	28.543117914	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.7643	3	0.6667	Too short
71	Waveform 1	1	28.572142857	28.577947846	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8108	1	1.0000	Too short
71	Spectrogram 1	1	28.572142857	28.577947846	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8108	1	1.0000	Too short
72	Waveform 1	1	28.659217687	29.320986395	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8978	114	0.9386	Too long
72	Spectrogram 1	1	28.659217687	29.320986395	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	6.8978	114	0.9386	Too long
73	Waveform 1	1	29.686700680	29.738945578	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9253	9	1.0000	Detection
73	Spectrogram 1	1	29.686700680	29.738945578	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	7.9253	9	1.0000	Detection
74	Waveform 1	1	29.971145125	30.023390023	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098	9	1.0000	Detection
74	Spectrogram 1	1	29.971145125	30.023390023	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.2098	9	1.0000	Detection
75	Waveform 1	1	30.133684807	30.725793651	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723	102	1.0000	Too long
75	Spectrogram 1	1	30.133684807	30.725793651	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.3723	102	1.0000	Too long
76	Waveform 1	1	30.754818594	30.760623583	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9934	1	1.0000	Too short
76	Spectrogram 1	1	30.754818594	30.760623583	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	8.9934	1	1.0000	Too short
77	Waveform 1	1	32.037721088	32.072551020	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763	6	1.0000	Too short
77	Spectrogram 1	1	32.037721088	32.072551020	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.2763	6	1.0000	Too short
78	Waveform 1	1	32.391825397	32.432460317	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6305	7	1.0000	Detection
78	Spectrogram 1	1	32.391825397	32.432460317	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.6305	7	1.0000	Detection
79	Waveform 1	1	32.589195011	32.629829932	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278	7	1.0000	Detection
79	Spectrogram 1	1	32.589195011	32.629829932	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	10.8278	7	1.0000	Detection
80	Waveform 1	1	32.769149660	32.809784580	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078	7	1.0000	Detection
80	Spectrogram 1	1	32.769149660	32.809784580	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.0078	7	1.0000	Detection
81	Waveform 1	1	32.920079365	32.960714286	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587	7	1.0000	Detection
81	Spectrogram 1	1	32.920079365	32.960714286	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.1587	7	1.0000	Detection
82	Waveform 1	1	33.094229025	33.140668934	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.3329	8	1.0000	Detection
82	Spectrogram 1	1	33.094229025	33.140668934	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.3329	8	1.0000	Detection
83	Waveform 1	1	33.175498866	33.216133787	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4141	7	1.0000	Detection
83	Spectrogram 1	1	33.175498866	33.216133787	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.4141	7	1.0000	Detection
84	Waveform 1	1	33.262573696	33.390283447	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.5012	22	0.9545	Detection
84	Spectrogram 1	1	33.262573696	33.390283447	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.5012	22	0.9545	Detection
85	Waveform 1	1	33.425113379	34.098492063	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.6637	116	0.9655	Too long
85	Spectrogram 1	1	33.425113379	34.098492063	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	11.6637	116	0.9655	Too long
86	Waveform 1	1	34.144931973	34.864750567	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	12.3836	124	0.9919	Too long
86	Spectrogram 1	1	34.144931973	34.864750567	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	12.3836	124	0.9919	Too long
87	Waveform 1	1	35.456859410	35.497494331	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.6955	7	1.0000	Detection
87	Spectrogram 1	1	35.456859410	35.497494331	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.6955	7	1.0000	Detection
88	Waveform 1	1	35.538129252	36.199897959	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.7768	114	0.9123	Too long
88	Spectrogram 1	1	35.538129252	36.199897959	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	13.7768	114	0.9123	Too long
89	Waveform 1	1	36.223117914	36.374047619	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.4617	26	1.0000	Detection
89	Spectrogram 1	1	36.223117914	36.374047619	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.4617	26	1.0000	Detection
90	Waveform 1	1	36.426292517	36.536587302	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.6649	19	0.8421	Detection
90	Spectrogram 1	1	36.426292517	36.536587302	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.6649	19	0.8421	Detection
91	Waveform 1	1	36.577222222	36.681712018	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.8158	18	1.0000	Detection
91	Spectrogram 1	1	36.577222222	36.681712018	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.8158	18	1.0000	Detection
92	Waveform 1	1	36.716541950	36.960351474	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.9551	42	0.9286	Detection
92	Spectrogram 1	1	36.716541950	36.960351474	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	14.9551	42	0.9286	Detection
93	Waveform 1	1	36.989376417	37.140306122	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.2280	26	1.0000	Detection
93	Spectrogram 1	1	36.989376417	37.140306122	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.2280	26	1.0000	Detection
94	Waveform 1	1	37.302845805	37.349285714	0.8	22000.0	BRN7_43435.27985312_12_1_7_46_25.wav	15.5415	8	1.0000	Detection
